originals	tokenized	transliterated
kwam	k w a m	k ʋ ɑ m
Kwam	K w a m	k ʋ ɑ m
kwamen	k w a m e n	k ʋ a m ə n
kwammen	k w a mm e n	k ʋ ɑ m ə n
kwantiteit	k w a n t i t ei t	k ʋ ɑ n t i t ɛɪ t
kwart	k w a r t	k ʋ ɑ r t
kwartaal	k w a r t aa l	k ʋ ɑ r t a l
Kwartaalblad	K w a r t aa l b l a d	k ʋ ɑ r t a l b l ɑ t
kwartaaldag	k w a r t aa l d a g	k ʋ ɑ r t a l d ɑ ɣ
kwartfinale	k w a r t f i n a l e	k ʋ ɑ r t f i n a l ə
kwartier	k w a r t ie r	k ʋ ɑ r ts i r
Kwartier	K w a r t ie r	k ʋ ɑ r ts i r
kwartiertje	k w a r t ie r tj e	k ʋ ɑ r ts i r c ə
kwekers	k w e k e r s	k ʋ e k ɛ r s
kwel	k w e l	k ʋ ə l
kwestie	k w e s t ie	k ʋ ɛ s ts i
kwesties	k w e s t ie s	k ʋ ɛ s ts i s
kwetsbaarheid	k w e t s b aa r h ei d	k ʋ ɛ t s b a r h ɛɪ t
kwetsbare	k w e t s b a r e	k ʋ ɛ t s b a r ə
kwijt	k w ij t	k ʋ ɛɪ t
kwijtgeraakt	k w ij t g e r aa k t	k ʋ ɛɪ t ɣ ə r a k t
kwijtraakt	k w ij t r aa k t	k ʋ ɛɪ t r a k t
kwijtschelden	k w ij t s ch e l d e n	k ʋ ɛɪ t s x ɛ l d ə n
kwik	k w i k	k ʋ ɪ k
kwil	k w i l	k ʋ ɪ l
Kyoto	K y o t o	k i o t o
kzal	k z a l	k z ɑ l
l	l	l
la	l a	l a
La	L a	l a
laadruimte	l aa d r ui m t e	l a d r œy m t ə
laadt	l aa dt	l a t
laag	l aa g	l a ɣ
Laag	L aa g	l a ɣ
laaggradig	l aa gg r a d i g	l a ɣ r a d ə ɣ
laagjes	l aa g j e s	l a ɣ j ɛ s
laagveen	l aa g v ee n	l a ɣ v e n
laait	l aai t	l aɪ t
laan	l aa n	l a n
Laan	L aa n	l a n
Laarbeek	L aa r b ee k	l a r b e k
Laarhoven	L aa r h o v e n	l a r h o v ə n
laat	l aa t	l a t
Laat	L aa t	l a t
laat-gotische	l aa t - g o t i sch e	l a t ɣ o t i s ə
laatavondshow	l aa t a v o n d s h o w	l a t a v ɔ n t s h o ʋ
laatje	l aa tj e	l a c ə
Laatprijs	L aa t p r ij s	l a t p r ɛɪ s
laatse	l aa t s e	l a t s ə
laatst	l aa t s t	l a t s t
Laatst	L aa t s t	l a t s t
laatste	l aa t s t e	l a t s t ə
Laatste	L aa t s t e	l a t s t ə
laatsten	l aa t s t e n	l a t s t ə n
lab	l a b	l ɑ p
laborant	l a b o r a n t	l a b o r ɑ n t
laboratoria	l a b o r a t o r i a	l a b o r a t o r i a
laboratorium	l a b o r a t o r i u m	l a b o r a t o r i œ m
Laboro	L a b o r o	l a b o r o
Labour	L a b ou r	l a b ɑu r
Labourpartij	L a b ou r p a r t ij	l a b ɑu r p ɑ r t ɛɪ
Labridae	L a b r i d a e	l ɑ b r i d a ə
lachen	l a ch e n	l ɑ x ə n
Lachen	L a ch e n	l ɑ x ə n
lachers	l a ch e r s	l ɑ x ɛ r s
lacht	l a ch t	l ɑ x t
laconiek	l a c o n ie k	l a k o n i k
lactose	l a c t o s e	l ɑ k t o s ə
ladder	l a dd e r	l ɑ d ə r
Ladder	L a dd e r	l ɑ d ə r
lade	l a d e	l a d ə
laden	l a d e n	l a d ə n
lader	l a d e r	l a d ə r
lading	l a d i ng	l a d ɪ ŋ
Ladislaus	L a d i s l au s	l a d ɪ s l ɑu s
lady	l a d y	l a d i
Lady	L a d y	l a d i
laesie	l ae s ie	l e s i
laffe	l a ff e	l ɑ f ə
lag	l a g	l ɑ ɣ
lage	l a g e	l a ɣ ə
lagen	l a g e n	l a ɣ ə n
lagenpalet	l a g e n p a l e t	l a ɣ ə n p a l ɛ t
lager	l a g e r	l a ɣ ə r
lagere	l a g e r e	l a ɣ ə r ə
Lagere	L a g e r e	l a ɣ ə r ə
Lagrange	L a g r a ng e	l ɑ ɣ r ɑ ŋ ə
Lagrou	L a g r ou	l ɑ ɣ r ɑu
lagunes	l a g u n e s	l a ɣ y n ɛ s
Lahiri	L a h i r i	l a h i r i
laidjes	l ai d j e s	l ɑɪ d j ɛ s
Lain	L ai n	l ɑɪ n
Laïs	L a ï s	l a ɪ s
lak	l a k	l ɑ k
Lake	L a k e	l a k ə
lakens	l a k e n s	l a k ɛ n s
Lakeside	L a k e s i d e	l a k e s i d ə
laklaagje	l a k l aa g j e	l ɑ k l a ɣ j ə
laks	l a k s	l ɑ k s
Laks	L a k s	l ɑ k s
Lala	L a l a	l a l a
Lalveri	L a l v e r i	l ɑ l v e r i
lam	l a m	l ɑ m
Lambeck	L a m b e ck	l ɑ m b ə k
Lambermontmiddelen	L a m b e r m o n t m i dd e l e n	l ɑ m b ə r m ɔ n t m ɪ d e l ə n
lambrisering	l a m b r i s e r i ng	l ɑ m b r i s e r ɪ ŋ
lammetje	l a mm e tj e	l ɑ m e c ə
lamp	l a m p	l ɑ m p
Lamp	L a m p	l ɑ m p
Lampegatse	L a m p e g a t s e	l ɑ m p e ɣ ɑ t s ə
lampen	l a m p e n	l ɑ m p ə n
lan	l a n	l ɑ n
lanceerde	l a n c ee r d e	l ɑ n s e r d ə
lanceert	l a n c ee r t	l ɑ n s e r t
lancering	l a n c e r i ng	l ɑ n s e r ɪ ŋ
Lancker	L a n ck e r	l ɑ n k ə r
land	l a n d	l ɑ n t
Land	L a n d	l ɑ n t
Landa	L a n d a	l ɑ n d a
landboek	l a n d b oe k	l ɑ n t b u k
landbouw	l a n d b ou w	l ɑ n t b ɑu ʋ
Landbouw	L a n d b ou w	l ɑ n t b ɑu ʋ
landbouwgebieden	l a n d b ou w g e b ie d e n	l ɑ n t b ɑu ʋ ɣ ə b i d ə n
landbouwgronden	l a n d b ou w g r o n d e n	l ɑ n t b ɑu ʋ ɣ r ɔ n d ə n
landbouwkundig	l a n d b ou w k u n d i g	l ɑ n t b ɑu ʋ k œ n d ə ɣ
landbouwkundige	l a n d b ou w k u n d i g e	l ɑ n t b ɑu ʋ k œ n d ə ɣ ə
landbouwvoertuigen	l a n d b ou w v oe r t ui g e n	l ɑ n t b ɑu ʋ v u r t œy ɣ ə n
landbouwwerkgereedschap	l a n d b ou w w e r k g e r ee d s ch a p	l ɑ n t b ɑu ʋ ʋ ɛ r k ɣ ə r e t s x ɑ p
landde	l a n dd e	l ɑ n d ə
landelijk	l a n d e l ij k	l ɑ n d e l ə k
Landelijk	L a n d e l ij k	l ɑ n d e l ə k
landelijke	l a n d e l ij k e	l ɑ n d e l ə k ə
Landelijke	L a n d e l ij k e	l ɑ n d e l ə k ə
landen	l a n d e n	l ɑ n d ə n
Landen	L a n d e n	l ɑ n d ə n
landgenoot	l a n d g e n oo t	l ɑ n t ɣ ə n o t
landgenote	l a n d g e n o t e	l ɑ n t ɣ ə n o t ə
landgenoten	l a n d g e n o t e n	l ɑ n t ɣ ə n o t ə n
landgoed	l a n d g oe d	l ɑ n t ɣ u t
Landgoed	L a n d g oe d	l ɑ n t ɣ u t
landgoederen	l a n d g oe d e r e n	l ɑ n t ɣ u d e r ə n
landheer	l a n d h ee r	l ɑ n d h e r
landhuizen	l a n d h ui z e n	l ɑ n d h œy z ə n
landing	l a n d i ng	l ɑ n d ɪ ŋ
landj	l a n d j	l ɑ n d j
landje	l a n d j e	l ɑ n d j ə
landkaart	l a n d k aa r t	l ɑ n t k a r t
Landmark	L a n d m a r k	l ɑ n t m ɑ r k
landmilitie	l a n d m i l i t ie	l ɑ n t m i l i ts i
landoppervlakte	l a n d o pp e r v l a k t e	l ɑ n d ɔ p ɛ r v l ɑ k t ə
Landrun	L a n d r u n	l ɑ n d r œ n
lands	l a n d s	l ɑ n t s
landsadvocaat	l a n d s a d v o c aa t	l ɑ n t s ɑ t v o k a t
landschap	l a n d s ch a p	l ɑ n t s x ɑ p
Landschap	L a n d s ch a p	l ɑ n t s x ɑ p
landschappen	l a n d s ch a pp e n	l ɑ n t s x ɑ p ə n
landsdeel	l a n d s d ee l	l ɑ n t s d e l
landsgrenzen	l a n d s g r e n z e n	l ɑ n t s ɣ r ɛ n z ə n
landskampioen	l a n d s k a m p i oe n	l ɑ n t s k ɑ m p i u n
Landsmeer	L a n d s m ee r	l ɑ n t s m e r
landstaal	l a n d s t aa l	l ɑ n t s t a l
landstorm	l a n d s t o r m	l ɑ n t s t ɔ r m
landstrek	l a n d s t r e k	l ɑ n t s t r ɛ k
landweer	l a n d w ee r	l ɑ n d ʋ e r
Landy	L a n d y	l ɑ n d i
lang	l a ng	l ɑ ŋ
Lang	L a ng	l ɑ ŋ
langdurig	l a ng d u r i g	l ɑ ŋ d y r ə ɣ
langdurige	l a ng d u r i g e	l ɑ ŋ d y r ə ɣ ə
Langdurige	L a ng d u r i g e	l ɑ ŋ d y r ə ɣ ə
lange	l a ng e	l ɑ ŋ ə
Lange	L a ng e	l ɑ ŋ ə
Langemerk	L a ng e m e r k	l ɑ ŋ ə m ɛ r k
langer	l a ng e r	l ɑ ŋ ə r
Langerak	L a ng e r a k	l ɑ ŋ ə r ɑ k
langere	l a ng e r e	l ɑ ŋ ə r ə
Langkous	L a ng k ou s	l ɑ ŋ k ɑu s
langs	l a ng s	l ɑ ŋ s
Langs	L a ng s	l ɑ ŋ s
langskomen	l a ng s k o m e n	l ɑ ŋ s k o m ə n
langste	l a ng s t e	l ɑ ŋ s t ə
langzaam	l a ng z aa m	l ɑ ŋ z a m
langzame	l a ng z a m e	l ɑ ŋ z a m ə
Langzame	L a ng z a m e	l ɑ ŋ z a m ə
langzamerhand	l a ng z a m e r h a n d	l ɑ ŋ z a m e r h ɑ n t
Langzamerhand	L a ng z a m e r h a n d	l ɑ ŋ z a m e r h ɑ n t
Lanka	L a n k a	l ɑ ŋ k a
Lannoo	L a nn oo	l ɑ n o
Lano	L a n o	l a n o
Lanotte	L a n o tt e	l a n ɔ t ə
lans	l a n s	l ɑ n s
Lansingerland	L a n s i ng e r l a n d	l ɑ n s ɪ ŋ ə r l ɑ n t
lantaarnpaal	l a n t aa r n p aa l	l ɑ n t a r n p a l
Lantaarntje	L a n t aa r n tj e	l ɑ n t a r n c ə
lap	l a p	l ɑ p
lapswansen	l a p s w a n s e n	l ɑ p s ʋ ɑ n s ə n
laptop	l a p t o p	l ɑ p t ɔ p
Lara	L a r a	l a r a
Laren	L a r e n	l a r ə n
Larenstein	L a r e n s t ei n	l a r ɛ n s t ɛɪ n
largesse	l a r g e ss e	l ɑ r ɣ ə s ə
Larix	L a r i x	l a r ɪ ks
Lars	L a r s	l ɑ r s
larve	l a r v e	l ɑ r v ə
larven	l a r v e n	l ɑ r v ə n
larvestadium	l a r v e s t a d i u m	l ɑ r v ɛ s t a d i œ m
las	l a s	l ɑ s
Las	L a s	l ɑ s
Laser	L a s e r	l a s ə r
lasergamen	l a s e r g a m e n	l a s ɛ r ɣ a m ə n
laslicht	l a s l i ch t	l ɑ s l ɪ x t
laslichtfiltratie	l a s l i ch t f i l t r a t ie	l ɑ s l ɪ x t f ɪ l t r a ts i
Lassostraat	L a ss o s t r aa t	l ɑ s ɔ s t r a t
last	l a s t	l ɑ s t
Last	L a s t	l ɑ s t
lastekortkomingen	l a s t e k o r t k o m i ng e n	l ɑ s t e k ɔ r t k o m ɪ ŋ ə n
lasten	l a s t e n	l ɑ s t ə n
lasteren	l a s t e r e n	l ɑ s t e r ə n
Lastic	L a s t i c	l ɑ s t ɪ k
lastig	l a s t i g	l ɑ s t ə ɣ
Lastig	L a s t i g	l ɑ s t ə ɣ
lastiger	l a s t i g e r	l ɑ s t ə ɣ ə r
lat	l a t	l ɑ t
laten	l a t e n	l a t ə n
Laten	L a t e n	l a t ə n
later	l a t e r	l a t ə r
Later	L a t e r	l a t ə r
latere	l a t e r e	l a t e r ə
Latijn	L a t ij n	l a t ɛɪ n
Latijnhouwers	L a t ij n h ou w e r s	l a t ɛɪ n h ɑu ʋ ɛ r s
Latijnse	L a t ij n s e	l a t ɛɪ n s ə
lattenbodems	l a tt e n b o d e m s	l ɑ t ɛ n b o d ɛ m s
Lau	L au	l ɑu
Laua	L au a	l ɑu a
Laubierus	L au b ie r u s	l ɑu b i r œ s
Laura	L au r a	l ɑu r a
Laureaten	L au r e a t e n	l ɑu r e a t ə n
Laurent	L au r e n t	l ɑu r ɛ n t
Laurentplein	L au r e n t p l ei n	l ɑu r ɛ n t p l ɛɪ n
Laurien	L au r ie n	l ɑu r i n
laurierblad	l au r ie r b l a d	l ɑu r i r b l ɑ t
Lavendel	L a v e n d e l	l a v ɛ n d ə l
Law	L a w	l a ʋ
lawaaihinder	l a w aai h i n d e r	l a ʋ aɪ h ɪ n d ə r
lawines	l a w i n e s	l a ʋ i n ɛ s
Lazarev	L a z a r e v	l a z a r ɛ f
lazen	l a z e n	l a z ə n
lazert	l a z e r t	l a z ɛ r t
Lazienki	L a z ie n k i	l a z i ŋ k i
le	l e	l ə
Le	L e	l ə
Leadergroep	L e a d e r g r oe p	l e a d ɛ r ɣ r u p
League	L e a gu e	l e a g ə
League-ontmoeting	L e a gu e - o n t m oe t i ng	l e a g e ɔ n t m u t ɪ ŋ
League-voorronde	L e a gu e - v oo rr o n d e	l e a g e v o r ɔ n d ə
learned	l e a r n e d	l e ɑ r n ɛ t
lease	l ea s e	l i: s ə
lease-auto	l ea s e - au t o	l i: s e ɑu t o
leasen	l ea s e n	l i: s ə n
Leave	L e a v e	l e a v ə
Lebbink	L e bb i n k	l ɛ b ɪ ŋ k
Lech	L e ch	l ɛ x
lecithine	l e c i t h i n e	l e s i t h i n ə
led	l e d	l ɛ t
ledematen	l e d e m a t e n	l e d e m a t ə n
leden	l e d e n	l e d ə n
Leden	L e d e n	l e d ə n
ledenlijsten	l e d e n l ij s t e n	l e d ɛ n l ɛɪ s t ə n
ledenregistratie	l e d e n r e g i s t r a t ie	l e d ɛ n r e ɣ ɪ s t r a ts i
ledental	l e d e n t a l	l e d ɛ n t ɑ l
ledenvergadering	l e d e n v e r g a d e r i ng	l e d ɛ n v ɛ r ɣ a d e r ɪ ŋ
leder	l e d e r	l e d ə r
Lee	L ee	l e
leed	l ee d	l e t
Leede	L ee d e	l e d ə
leefbaarheid	l ee f b aa r h ei d	l e f b a r h ɛɪ t
leefde	l ee f d e	l e f d ə
Leefgebied	L ee f g e b ie d	l e f ɣ ə b i t
leefklimaat	l ee f k l i m aa t	l e f k l i m a t
Leeflang	L ee f l a ng	l e f l ɑ ŋ
leefomgeving	l ee f o m g e v i ng	l e f ɔ m ɣ ə v ɪ ŋ
Leefomgeving	L ee f o m g e v i ng	l e f ɔ m ɣ ə v ɪ ŋ
leefruimte	l ee f r ui m t e	l e f r œy m t ə
leefstijl	l ee f s t ij l	l e f s t ɛɪ l
leeft	l ee f t	l e f t
leeftijd	l ee f t ij d	l e f t ɛɪ t
Leeftijd	L ee f t ij d	l e f t ɛɪ t
leeftijden	l ee f t ij d e n	l e f t ɛɪ d ə n
leeftijdsgenoten	l ee f t ij d s g e n o t e n	l e f t ɛɪ t s ɣ ə n o t ə n
leeftijdsindicaties	l ee f t ij d s i n d i c a t ie s	l e f t ɛɪ t s ɪ n d i k a ts i s
leeftijdsnormen	l ee f t ij d s n o r m e n	l e f t ɛɪ t s n ɔ r m ə n
leeftijdsverschil	l ee f t ij d s v e r s ch i l	l e f t ɛɪ t s v ɛ r s x ɪ l
Leefwijzen	L ee f w ij z e n	l e f ʋ ɛɪ z ə n
leeg	l ee g	l e ɣ
Leeghwater	L ee gh w a t e r	l e g ʋ a t ə r
leegroof	l ee g r oo f	l e ɣ r o f
leegstaande	l ee g s t aa n d e	l e ɣ s t a n d ə
leegte	l ee g t e	l e ɣ t ə
leek	l ee k	l e k
Leek	L ee k	l e k
leemte	l ee m t e	l e m t ə
Leenders	L ee n d e r s	l e n d ɛ r s
Leendert	L ee n d e r t	l e n d ɛ r t
leent	l ee n t	l e n t
leer	l ee r	l e r
Leer	L ee r	l e r
Leer-Werk	L ee r - W e r k	l e r ʋ ɛ r k
Leerdam	L ee r d a m	l e r d ɑ m
Leerdammer	L ee r d a mm e r	l e r d ɑ m ə r
leerde	l ee r d e	l e r d ə
leereffect	l ee r e ff e c t	l e r ɛ f ɛ k t
leerfase	l ee r f a s e	l e r f a z ə
leergezag	l ee r g e z a g	l e r ɣ ə z ɑ ɣ
leergierig	l ee r g ie r i g	l e r ɣ i r ə ɣ
leerinformatie	l ee r i n f o r m a t ie	l e r ɪ n f ɔ r m a ts i
leerkracht	l ee r k r a ch t	l e r k r ɑ x t
leerkrachten	l ee r k r a ch t e n	l e r k r ɑ x t ə n
leerling	l ee r l i ng	l e r l ɪ ŋ
leerlingen	l ee r l i ng e n	l e r l ɪ ŋ ə n
leerlingenaantallen	l ee r l i ng e n aa n t a ll e n	l e r l ɪ ŋ ə n a n t ɑ l ə n
Leerlingenpagina	L ee r l i ng e n p a g i n a	l e r l ɪ ŋ ə n p a ɣ i n a
leerlingmap	l ee r l i ng m a p	l e r l ɪ ŋ m ɑ p
leerlingplaats	l ee r l i ng p l aa t s	l e r l ɪ ŋ p l a t s
leermaterialen	l ee r m a t e r i a l e n	l e r m a t e r i a l ə n
leeromgeving	l ee r o m g e v i ng	l e r ɔ m ɣ ə v ɪ ŋ
leerpleinen	l ee r p l ei n e n	l e r p l ɛɪ n ə n
leerstellingen	l ee r s t e ll i ng e n	l e r s t ɛ l ɪ ŋ ə n
leerstof	l ee r s t o f	l e r s t ɔ f
leerstukken	l ee r s t u kk e n	l e r s t œ k ə n
leert	l ee r t	l e r t
lees	l ee s	l e s
Lees	L ee s	l e s
leesbaar	l ee s b aa r	l e s b a r
Leesrups	L ee s r u p s	l e s r œ p s
leest	l ee s t	l e s t
leeuw	l eeu w	l eu ʋ
Leeuw	L eeu w	l eu ʋ
Leeuwarden	L eeu w a r d e n	l eu ʋ ɑ r d ə n
Leeuwarder	L eeu w a r d e r	l eu ʋ ɑ r d ə r
Leeuwen	L eeu w e n	l eu ʋ ə n
Leeuwenberg	L eeu w e n b e r g	l eu ʋ ɛ n b ə r ɣ
Leeuwenkamp	L eeu w e n k a m p	l eu ʋ ɛ ŋ k ɑ m p
leeuwenvacht	l eeu w e n v a ch t	l eu ʋ ɛ n v ɑ x t
lef	l e f	l ɛ f
Lefebvre	L e f e b v r e	l e f ɛ b v r ə
Left	L e f t	l ɛ f t
leg	l e g	l ɛ ɣ
Leg	L e g	l ɛ ɣ
legaal	l e g aa l	l e ɣ a l
legaat	l e g aa t	l e ɣ a t
legaatstelling	l e g aa t s t e ll i ng	l e ɣ a t s t ɛ l ɪ ŋ
Legalov	L e g a l o v	l e ɣ a l ɔ f
legde	l e g d e	l ɛ ɣ d ə
legden	l e g d e n	l ɛ ɣ d ə n
lege	l e g e	l e ɣ ə
Lege	L e g e	l e ɣ ə
legendaries	l e g e n d a r ie s	l e ɣ ə n d a r i s
legende	l e g e n d e	l e ɣ ə n d ə
Legenden	L e g e n d e n	l e ɣ ə n d ə n
leger	l e g e r	l e ɣ ə r
Leger	L e g e r	l e ɣ ə r
leggen	l e gg e n	l ɛ ɣ ə n
legger	l e gg e r	l ɛ ɣ ə r
Legioen	L e g i oe n	l e ɣ i u n
legionairs	l e g i o n ai r s	l e ɣ i o n ɑɪ r s
legislatuur	l e g i s l a t uu r	l e ɣ ɪ s l a t y r
legitieme	l e g i t ie m e	l e ɣ i ts i m ə
legitimatiepasjes	l e g i t i m a t ie p a sj e s	l e ɣ i t i m a ts i p a ʃ ɛ s
legitimeren	l e g i t i m e r e n	l e ɣ i t i m e r ə n
Lego-product	L e g o - p r o d u c t	l e ɣ o p r o d œ k t
legsel	l e g s e l	l ɛ ɣ s ə l
legt	l e g t	l ɛ ɣ t
leguaan	l e g u aa n	l e ɣ y a n
Leibniz	L ei b n i z	l ɛɪ b n ɪ s
leidde	l ei dd e	l ɛɪ d ə
leiden	l ei d e n	l ɛɪ d ə n
Leiden	L ei d e n	l ɛɪ d ə n
Leidenaar	L ei d e n aa r	l ɛɪ d e n a r
leider	l ei d e r	l ɛɪ d ə r
leiders	l ei d e r s	l ɛɪ d ɛ r s
leiderschap	l ei d e r s ch a p	l ɛɪ d ɛ r s x ɑ p
leiderstitel	l ei d e r s t i t e l	l ɛɪ d ɛ r s t i t ə l
leiding	l ei d i ng	l ɛɪ d ɪ ŋ
Leiding	L ei d i ng	l ɛɪ d ɪ ŋ
leidinggevende	l ei d i ng g e v e n d e	l ɛɪ d ɪ ŋ ɣ ə v ɛ n d ə
leidinggevenden	l ei d i ng g e v e n d e n	l ɛɪ d ɪ ŋ ɣ ə v ɛ n d ə n
leidingnet	l ei d i ng n e t	l ɛɪ d ɪ ŋ n ɛ t
leidmotief	l ei d m o t ie f	l ɛɪ t m o t i f
leidraad	l ei d r aa d	l ɛɪ d r a t
Leidsche	L ei d s ch e	l ɛɪ t s x ə
Leidschendam-Voorburg	L ei d s ch e n d a m - V oo r b u r g	l ɛɪ t s x ɛ n d a m f o r b œ r ɣ
Leidsevaart	L ei d s e v aa r t	l ɛɪ t s e v a r t
leidt	l ei dt	l ɛɪ t
Leie	L ei e	l ɛɪ ə
Leighton	L ei gh t o n	l ɛɪ g t ɔ n
Leijssen	L e ij ss e n	l e ɛɪ s ə n
leisteen	l ei s t ee n	l ɛɪ s t e n
Leisure	L ei s u r e	l ɛɪ s y r ə
Leith	L ei t h	l ɛɪ t
lekkage	l e kk a g e	l ɛ k a ɣ ə
lekke	l e kk e	l ɛ k ə
lekken	l e kk e n	l ɛ k ə n
lekker	l e kk e r	l ɛ k ə r
Lekker	L e kk e r	l ɛ k ə r
lekkerder	l e kk e r d e r	l ɛ k ɛ r d ə r
lekkere	l e kk e r e	l ɛ k e r ə
lekkers	l e kk e r s	l ɛ k ɛ r s
lekstromen	l e k s t r o m e n	l ɛ k s t r o m ə n
lekten	l e k t e n	l ɛ k t ə n
lel	l e l	l ə l
Lelievaart	L e l ie v aa r t	l e l i v a r t
lelijk	l e l ij k	l e l ə k
Leloux	L e l ou x	l e l ɑu ks
Lely	L e l y	l e l i
Lelystad	L e l y s t a d	l e l i s t ɑ t
Lemmy	L e mm y	l ɛ m i
Lenader	L e n a d e r	l e n a d ə r
Lenard	L e n a r d	l e n ɑ r t
lendesteun	l e n d e s t eu n	l ɛ n d ɛ s t ø n
lenen	l e n e n	l e n ə n
lengte	l e ng t e	l ɛ ŋ t ə
lengtegraad	l e ng t e g r aa d	l ɛ ŋ t ɛ ɣ r a t
lengtes	l e ng t e s	l ɛ ŋ t ɛ s
Lenin	L e n i n	l e n ɪ n
lening	l e n i ng	l e n ɪ ŋ
Lening	L e n i ng	l e n ɪ ŋ
leningen	l e n i ng e n	l e n ɪ ŋ ə n
Lenins	L e n i n s	l e n ɪ n s
Lennaert	L e nn a e r t	l ɛ n a ɛ r t
lens	l e n s	l ɛ n s
Lens	L e n s	l ɛ n s
lensen	l e n s e n	l ɛ n s ə n
Lensky	L e n s k y	l ɛ n s k i
lente	l e n t e	l ɛ n t ə
lentemaanden	l e n t e m aa n d e n	l ɛ n t e m a n d ə n
lenzen	l e n z e n	l ɛ n z ə n
Leo	L e o	l ɛ o
Leoa	L e o a	l e o a
Leon	L e o n	l e ɔ n
León	L e ó n	l e ɔ n
Léon	L é o n	l e ɔ n
Leonie	L e o n ie	l e o n i
lepel	l e p e l	l e p ə l
lepels	l e p e l s	l e p ɛ l s
leraar	l e r aa r	l e r a r
lerarenopleiding	l e r a r e n o p l ei d i ng	l e r a r e n ɔ p l ɛɪ d ɪ ŋ
lerares	l e r a r e s	l e r a r ɛ s
leren	l e r e n	l e r ə n
Leren	L e r e n	l e r ə n
lerenden	l e r e n d e n	l e r ɛ n d ə n
leringen	l e r i ng e n	l e r ɪ ŋ ə n
Leroy	L e r o y	l e r o i
les	l e s	l ɛ s
Les	L e s	l ɛ s
lesgeven	l e s g e v e n	l ɛ s ɣ ə v ə n
Lesgeven	L e s g e v e n	l ɛ s ɣ ə v ə n
lespraktijk	l e s p r a k t ij k	l ɛ s p r ɑ k t ɛɪ k
lesprogramma	l e s p r o g r a mm a	l ɛ s p r ɔ ɣ r ɑ m a
lesrooster	l e s r oo s t e r	l ɛ s r o s t ə r
lesroosters	l e s r oo s t e r s	l ɛ s r o s t ɛ r s
less	l e ss	l ɛ s
lessen	l e ss e n	l ɛ s ə n
lessentaak	l e ss e n t aa k	l ɛ s ɛ n t a k
let	l e t	l ɛ t
Let	L e t	l ɛ t
Letemahulu	L e t e m a h u l u	l e t e m a h y l y
Leterme	L e t e r m e	l e t ɛ r m ə
Letland	L e t l a n d	l ɛ t l ɑ n t
letselschade	l e t s e l s ch a d e	l ɛ t s ɛ l s x a d ə
letten	l e tt e n	l ɛ t ə n
letter	l e tt e r	l ɛ t ə r
letteren	l e tt e r e n	l ɛ t e r ə n
Letteren	L e tt e r e n	l ɛ t e r ə n
lettergrootte	l e tt e r g r oo tt e	l ɛ t ɛ r ɣ r o t ə
letterlijk	l e tt e r l ij k	l ɛ t ɛ r l ə k
letters	l e tt e r s	l ɛ t ɛ r s
leuk	l eu k	l ø k
Leuk	L eu k	l ø k
leuke	l eu k e	l ø k ə
Leuke	L eu k e	l ø k ə
leukere	l eu k e r e	l ø k e r ə
leukst	l eu k s t	l ø k s t
leukste	l eu k s t e	l ø k s t ə
leuter	l eu t e r	l ø t ə r
Leuven	L eu v e n	l ø v ə n
Leuvensesteenweg	L eu v e n s e s t ee n w e g	l ø v ɛ n s ɛ s t e n ʋ ɛ ɣ
leuzen	l eu z e n	l ø z ə n
Leve	L e v e	l e v ə
level	l e v e l	l e v ə l
Level	L e v e l	l e v ə l
leven	l e v e n	l e v ə n
Leven	L e v e n	l e v ə n
levend	l e v e n d	l e v ɛ n t
levende	l e v e n d e	l e v ɛ n d ə
levens	l e v e n s	l e v ɛ n s
levensbehoefde	l e v e n s b e h oe f d e	l e v ɛ n s b ə h u f d ə
levensbehoeften	l e v e n s b e h oe f t e n	l e v ɛ n s b ə h u f t ə n
levensbelang	l e v e n s b e l a ng	l e v ɛ n s b ə l ɑ ŋ
levensbeschouwelijke	l e v e n s b e s ch ou w e l ij k e	l e v ɛ n s b ə s x ɑu ʋ e l ə k ə
levensdevies	l e v e n s d e v ie s	l e v ɛ n s d e v i s
levensduur	l e v e n s d uu r	l e v ɛ n s d y r
levensecht	l e v e n s e ch t	l e v ɛ n s ɛ x t
levensechtheid	l e v e n s e ch t h ei d	l e v ɛ n s ɛ x t h ɛɪ t
levensenergie	l e v e n s e n e r g ie	l e v ɛ n s e n ɛ r ɣ i
levensfase	l e v e n s f a s e	l e v ɛ n s f a z ə
levensgedrag	l e v e n s g e d r a g	l e v ɛ n s ɣ ə d r ɑ ɣ
levensgevaar	l e v e n s g e v aa r	l e v ɛ n s ɣ ə v a r
levensinstelling	l e v e n s i n s t e ll i ng	l e v ɛ n s ɪ n s t ɛ l ɪ ŋ
levensjaar	l e v e n sj aa r	l e v ɛ n ʃ a r
levensjaren	l e v e n sj a r e n	l e v ɛ n ʃ a r ə n
levenskracht	l e v e n s k r a ch t	l e v ɛ n s k r ɑ x t
levenskunst	l e v e n s k u n s t	l e v ɛ n s k œ n s t
levenskwaliteit	l e v e n s k w a l i t ei t	l e v ɛ n s k ʋ a l i t ɛɪ t
levenslang	l e v e n s l a ng	l e v ɛ n s l ɑ ŋ
Levensloop	L e v e n s l oo p	l e v ɛ n s l o p
levensloze	l e v e n s l o z e	l e v ɛ n s l o z ə
levenslust	l e v e n s l u s t	l e v ɛ n s l œ s t
