originals	tokenized	transliterated
N-methylamfetamine	N-methylamfetamine	nmethilɑmfetaminə
na	na	na
Na	Na	na
ná	ná	na
na-competitie	na-competitie	nakɔmpetitsi
naadje	naadje	nadjə
naadloos	naadloos	natlos
Naaidoos	Naaidoos	naɪdos
naaidozen	naaidozen	naɪdozən
naaien	naaien	naɪən
naaimachines	naaimachines	naɪmɑxinɛs
naakt	naakt	nakt
naakte	naakte	naktə
naaldafdruk	naaldafdruk	naldɑfdrœk
Naaldwijk	Naaldwijk	naldʋɛɪk
naam	naam	nam
Naam	Naam	nam
naamgeving	naamgeving	namɣəvɪŋ
naamsbekendheid	naamsbekendheid	namsbəkɛndhɛɪt
naamsverandering	naamsverandering	namsverɑnderɪŋ
naäpen	naäpen	naapən
naar	naar	nar
Naar	Naar	nar
naar-en	naar-en	narən
naargelang	naargelang	narɣəlɑŋ
naartoe	naartoe	nartu
naast	naast	nast
Naast	Naast	nast
naaste	naaste	nastə
naastliggende	naastliggende	nastlɪɣəndə
nabestaande	nabestaande	nabəstandə
nabestaanden	nabestaanden	nabəstandən
nabewerkt	nabewerkt	nabəʋɛrkt
nabij	nabij	nabɛɪ
Nabij	Nabij	nabɛɪ
nabije	nabije	nabɛɪə
nabijgelegen	nabijgelegen	nabɛɪɣəleɣən
naburige	naburige	nabyrəɣə
nacht	nacht	nɑxt
nachtdiensten	nachtdiensten	nɑxtdinstən
nachten	nachten	nɑxtən
nachtjes	nachtjes	nɑxcɛs
nachtrust	nachtrust	nɑxtrœst
nachts	nachts	nɑxts
nachtverbruik	nachtverbruik	nɑxtvɛrbrœyk
nachtvlinder	nachtvlinder	nɑxtvlɪndər
nachtvorst	nachtvorst	nɑxtvɔrst
Nachtwacht	Nachtwacht	nɑxtʋɑxt
nacompetitie	nacompetitie	nakɔmpetitsi
nadat	nadat	nadɑt
Nadat	Nadat	nadɑt
nadeel	nadeel	nadel
nadele	nadele	nadelə
nadelen	nadelen	nadelən
nadenken	nadenken	nadɛŋkən
nadenkt	nadenkt	nadɛŋkt
nader	nader	nadər
naderden	naderden	nadɛrdən
nadere	nadere	naderə
Nadesan	Nadesan	nadesɑn
nadien	nadien	nadin
Nadien	Nadien	nadin
nadruk	nadruk	nɑdrœk
nadrukkelijk	nadrukkelijk	nɑdrœkelək
nadrukkelijke	nadrukkelijke	nɑdrœkeləkə
nagaan	nagaan	naɣan
nagedacht	nagedacht	naɣədɑxt
nagelnieuwe	nagelnieuwe	naɣəlniyʋə
nagels	nagels	naɣəls
nagenoeg	nagenoeg	naɣənuɣ
nagerechten	nagerechten	naɣərɛxtən
Nagy	Nagy	naɣi
naief	naief	naif
naïef	naïef	naif
naieve	naieve	naivə
najaar	najaar	najar
najaarscollectie	najaarscollectie	najarskɔlɛksi
najaarsconferentie	najaarsconferentie	najarskɔnferɛntsi
najaarskost	najaarskost	najarskɔst
najaarsvergunning	najaarsvergunning	najarsvɛrɣœnɪŋ
Nakajimi	Nakajimi	nakajimi
nakomelingen	nakomelingen	nakomelɪŋən
nakomen	nakomen	nakomən
nalatenschap	nalatenschap	nalatɛnsxɑp
Nalbandian	Nalbandian	nɑlbɑndiɑn
Nalbantoglu	Nalbantoglu	nɑlbɑntɔɣly
nam	nam	nɑm
name	name	namə
namelijk	namelijk	namelək
Namelijk	Namelijk	namelək
namen	namen	namən
Namen	Namen	namən
namens	namens	namɛns
Namens	Namens	namɛns
Namibie	Namibie	namibi
namiddag	namiddag	namɪdɑɣ
Namied	Namied	namit
Nancy	Nancy	nɑnsi
naoorlogse	naoorlogse	naorlɔɣsə
Naoorlogse	Naoorlogse	naorlɔɣsə
Napier	Napier	napir
Naples	Naples	nɑplɛs
Napo	Napo	napo
Napoleon	Napoleon	napoleɔn
Napoli	Napoli	napoli
Napolitano	Napolitano	napolitano
napraatte	napraatte	nɑpratə
Narbonne	Narbonne	nɑrbɔnə
narcisklokjes	narcisklokjes	nɑrsɪsklokjɛs
nare	nare	narə
Narnia	Narnia	nɑrnia
naschok	naschok	nɑsxɔk
Nasdaq	Nasda⁇	nɑsda⁇
Nassau	Nassau	nɑsɑu
Nastaliq	Nastali⁇	nɑstali⁇
nat	nat	nɑt
Nat	Nat	nɑt
Natalie	Natalie	natali
Nathaniel	Nathaniel	nathanil
natie	natie	natsi
naties	naties	natsis
Naties	Naties	natsis
nationaal	nationaal	naʃonal
Nationaal	Nationaal	naʃonal
National	National	naʃonɑl
nationale	nationale	naʃonalə
Nationale	Nationale	naʃonalə
nationalisme	nationalisme	naʃonalɪsmə
nationalistisch	nationalistisch	naʃonalɪstis
nationaliteit	nationaliteit	naʃonalitɛɪt
natoets	natoets	natuts
natte	natte	nɑtə
naturalistisch	naturalistisch	natyralɪstis
nature	nature	natyrə
naturel	naturel	natyrəl
Naturlijk	Naturlijk	natœrlək
natuur	natuur	natyr
Natuur	Natuur	natyr
Natuurbalans	Natuurbalans	natyrbalɑns
Natuurbehoud	Natuurbehoud	natyrbəhɑut
Natuurdiorama	Natuurdiorama	natyrdiorama
natuurerfgoed	natuurerfgoed	natyrɛrfɣut
natuurgebied	natuurgebied	natyrɣəbit
natuurgebieden	natuurgebieden	natyrɣəbidən
natuurherstel	natuurherstel	natyrhɛrstəl
natuurkunde	natuurkunde	natyrkœndə
natuurkunst	natuurkunst	natyrkœnst
Natuurkunst	Natuurkunst	natyrkœnst
natuurliefhebbers	natuurliefhebbers	natyrlifhɛbərs
natuurlijk	natuurlijk	natyrlək
Natuurlijk	Natuurlijk	natyrlək
natúúrlijk	natúúrlijk	natyrlək
natuurlijke	natuurlijke	natyrləkə
natuurmonument	natuurmonument	natyrmonymɛnt
Natuurmonumenten	Natuurmonumenten	natyrmonymɛntən
natuurpark	natuurpark	natyrpɑrk
natuurpracht	natuurpracht	natyrprɑxt
natuurschoon	natuurschoon	natyrsxon
natuursteen	natuursteen	natyrsten
natuurtempel	natuurtempel	natyrtɛmpəl
natuurverschijnsel	natuurverschijnsel	natyrvɛrsxɛɪnsəl
natuurvriendelijke	natuurvriendelijke	natyrvrindeləkə
natuurwaarden	natuurwaarden	natyrʋardən
natuurwet	natuurwet	natyrʋɛt
nautisch	nautisch	nɑutis
nauw	nauw	nɑuʋ
Nauw	Nauw	nɑuʋ
nauwe	nauwe	nɑuʋə
nauwelijks	nauwelijks	nɑuʋeləks
nauwgezet	nauwgezet	nɑuʋɣəzɛt
nauwkeurig	nauwkeurig	nɑuʋkørəɣ
nauwkeurige	nauwkeurige	nɑuʋkørəɣə
nauwkeuriger	nauwkeuriger	nɑuʋkørəɣər
nauwkeurigheid	nauwkeurigheid	nɑuʋkørigɛɪt
Navara	Navara	navara
Navarra	Navarra	navɑra
Navas	Navas	navɑs
navelstreng	navelstreng	navɛlstrɛŋ
navenant	navenant	navenɑnt
navigatie	navigatie	naviɣatsi
navigator	navigator	naviɣatɔr
Navigator	Navigator	naviɣatɔr
navigatrice	navigatrice	naviɣɑtrisə
Navigeer	Navigeer	naviɣer
Navision	Navision	navisiɔn
navolgen	navolgen	navɔlɣən
navolging	navolging	navɔlɣɪŋ
Nawaf	Nawaf	naʋɑf
nawrijven	nawrijven	naʋrɛɪvən
Nazareth	Nazareth	nazaret
nazi	nazi	nazi
nazi-tijd	nazi-tijd	nazitɛɪt
nazicht	nazicht	nazɪxt
nazorgpoli	nazorgpoli	nazɔrɣpoli
Ncrv	Ncrv	nkrf
ndash	ndash	ndash
neanderthaler-achtige	neanderthaler-achtige	neɑndɛrthalerɑxtəɣə
Nebahat	Nebahat	nebahɑt
Nebula	Nebula	nebyla
nectar	nectar	nɛktɑr
Ned	Ned	nɛt
Nedar	Nedar	nedɑr
Neder-Oostenrijk	Neder-Oostenrijk	nederostɛnrɛɪk
Nederasselt	Nederasselt	nederɑsɛlt
nederigheid	nederigheid	nederigɛɪt
nederigste	nederigste	nederɪɣstə
nederlaag	nederlaag	nedɛrlaɣ
nederlagen	nederlagen	nedɛrlaɣən
nederland	nederland	nedɛrlɑnt
Nederland	Nederland	nedɛrlɑnt
Nederlanden	Nederlanden	nedɛrlɑndən
Nederlander	Nederlander	nedɛrlɑndər
Nederlanders	Nederlanders	nedɛrlɑndɛrs
Nederlands	Nederlands	nedɛrlɑnts
Nederlandsche	Nederlandsche	nedɛrlɑntsxə
nederlandse	nederlandse	nedɛrlɑntsə
Nederlandse	Nederlandse	nedɛrlɑntsə
Nederlandssprekenden	Nederlandssprekenden	nedɛrlɑntsprekɛndən
Nederlandstalig	Nederlandstalig	nedɛrlɑntstaləɣ
Nederlandstalige	Nederlandstalige	nedɛrlɑntstaləɣə
Nedersaksen	Nedersaksen	nedɛrsɑksən
nederzettingen	nederzettingen	nedɛrzɛtɪŋən
nee	nee	ne
Nee	Nee	ne
neé	neé	nɛe
neef	neef	nef
neefje	neefje	nefjə
Neelie	Neelie	neli
Neeltje	Neeltje	nelcə
neem	neem	nem
Neem	Neem	nem
neemt	neemt	nemt
Neemt	Neemt	nemt
neer	neer	ner
neergelegd	neergelegd	nerɣəlɛɣt
neergeschoten	neergeschoten	nerɣəsxotən
neergestort	neergestort	nerɣəstɔrt
neerkomen	neerkomen	nerkomən
neerslag	neerslag	nerslɑɣ
Neerslagcijfers	Neerslagcijfers	nerslɑɣsɛɪfɛrs
neerval	neerval	nervɑl
neerwaartse	neerwaartse	nerʋartsə
neerzet	neerzet	nerzɛt
neerzette	neerzette	nerzɛtə
neerzetten	neerzetten	nerzɛtən
Negara	Negara	neɣara
negatief	negatief	neɣatif
negatieve	negatieve	neɣatsivə
negativiteit	negativiteit	neɣativitɛɪt
negeert	negeert	neɣert
negen	negen	neɣən
Negen	Negen	neɣən
negende	negende	neɣəndə
negenen	negenen	neɣənən
negentiende	negentiende	neɣəntsində
negentig	negentig	neɣəntəɣ
Negentig	Negentig	neɣəntəɣ
neger	neger	neɣər
negeren	negeren	neɣərən
Negers	Negers	neɣərs
Negerts	Negerts	neɣərts
negorei	negorei	neɣorɛɪ
Neighbourhood	Neighbourhood	nɛɪgbɑurhot
neiging	neiging	nɛɪɣɪŋ
Neil	Neil	nɛɪl
nek	nek	nɛk
nekklachten	nekklachten	nɛklɑxtən
Nelma	Nelma	nɛlma
Nemaco	Nemaco	nemako
Nemec	Nemec	nemɛk
nemen	nemen	nemən
Nemesis	Nemesis	nemesɪs
neo-senioren	neo-senioren	neoseniorən
Nep	Nep	nɛp
Nepal	Nepal	nepɑl
nergens	nergens	nɛrɣəns
nerven	nerven	nɛrvən
nerveus	nerveus	nɛrvøs
nerveuze	nerveuze	nɛrvøzə
nest	nest	nɛst
nestdoffer	nestdoffer	nɛstdɔfər
nestelde	nestelde	nɛstɛldə
nestelen	nestelen	nɛstelən
nesten	nesten	nɛstən
nestgedeelte	nestgedeelte	nɛstɣədeltə
nestje	nestje	nɛscə
nestkasten	nestkasten	nɛstkɑstən
net	net	nɛt
Net	Net	nɛt
Netbeans	Netbeans	nɛtbəɑns
netbeheerder	netbeheerder	nɛtbəherdər
netbook	netbook	nɛtbok
Netelenbos	Netelenbos	netelɛnbɔs
Netherlands	Netherlands	nethɛrlɑnts
netiquette	netiquette	netikʋɛtə
netjes	netjes	necɛs
Netscape	Netscape	nɛtskapə
nette	nette	nɛtə
netto	netto	nɛto
nettowinst	nettowinst	nɛtoʋɪnst
netvlies	netvlies	nɛtvlis
netwerk	netwerk	netʋɛrk
netwerkdiensten	netwerkdiensten	netʋɛrkdinstən
netwerken	netwerken	netʋɛrkən
netwerkfaciliteiten	netwerkfaciliteiten	netʋɛrkfasilitɛɪtən
Netwerkservers	Netwerkservers	netʋɛrksɛrvɛrs
netwerkversie	netwerkversie	netʋɛrkvɛrsi
Network	Network	netʋɔrk
Networks	Networks	netʋɔrks
neuken	neuken	nøkən
Neuquen	Neuquen	nøkʋən
neurale	neurale	nøralə
neurinomen	neurinomen	nørinomən
Neuro-linguistisch	Neuro-linguistisch	nørolɪŋœystis
neuroloog	neuroloog	nøroloɣ
neuromusculair	neuromusculair	nøromœskylɑɪr
neuron	neuron	nørɔn
neuronen	neuronen	nøronən
neus	neus	nøs
neusbloeding	neusbloeding	nøsbludɪŋ
neusriem	neusriem	nøsrim
neutrale	neutrale	nøtralə
neutropenie	neutropenie	nøtropeni
Nevada	Nevada	nevada
nevenfuncties	nevenfuncties	nevɛnfœnksis
nevengeschikt	nevengeschikt	nevɛŋəsxɪkt
nevengeul	nevengeul	nevɛŋøl
never	never	nevər
New	New	nɛʋ
Newton	Newton	neʋtɔn
Ngorongoro	Ngorongoro	nɣorɔŋoro
Niagara	Niagara	niaɣara
Nicholson	Nicholson	nɪxɔlsɔn
nicht	nicht	nɪxt
nichtje	nichtje	nɪxcə
Nick	Nick	nɪk
nicknames	nicknames	nɪknamɛs
Nicktoons	Nicktoons	nɪktons
Nicky	Nicky	nɪki
Nico	Nico	niko
nicolaas	nicolaas	nikolas
Nicolaas	Nicolaas	nikolas
Nicolaaskerk	Nicolaaskerk	nikolaskɛrk
Nicolas	Nicolas	nikolɑs
Nicole	Nicole	nikolə
nie	nie	ni
Nieder-österreich	Nieder-⁇sterreich	nider⁇stɛrɛɪx
niemand	niemand	nimɑnt
Niemand	Niemand	nimɑnt
nieren	nieren	nirən
niet	niet	nit
Niet	Niet	nit
níet	níet	nit
níét	níét	nit
nìet	nìet	nit
niet-bezorgde	niet-bezorgde	nitbəzɔrɣdə
niet-cash	niet-cash	nitkash
niet-drinkers	niet-drinkers	nitdrɪŋkɛrs
niet-essentile	niet-essentile	nitɛsɛntilə
niet-ingewijden	niet-ingewijden	nitɪŋəʋɛɪdən
niet-joodse	niet-joodse	nitjotsə
niet-lineaire	niet-lineaire	nitlineɑɪrə
niet-militaire	niet-militaire	nitmilitɑɪrə
niet-naleven	niet-naleven	nitnalevən
niet-rokers	niet-rokers	nitrokɛrs
niet-ruimtelijke	niet-ruimtelijke	nitrœymteləkə
niet-seksueel	niet-seksueel	nitsɛksyel
niet-vanzelfsprekende	niet-vanzelfsprekende	nitvɑnzɛlfsprekɛndə
niet-verdragsland	niet-verdragsland	nitvɛrdrɑɣslɑnt
niets	niets	nits
Niets	Niets	nits
nietsontziend	nietsontziend	nitsɔntzint
nietsvermoedende	nietsvermoedende	nitsvɛrmudɛndə
Niettemin	Niettemin	nitemɪn
nietwaar	nietwaar	nitʋar
nieuw	nieuw	niyʋ
Nieuw	Nieuw	niyʋ
Nieuw-Vennep	Nieuw-Vennep	niyʋfɛnɛp
Nieuw-Zuid-Wales	Nieuw-Zuid-Wales	niyʋzœydʋalɛs
nieuwbouw	nieuwbouw	niyʋbɑuʋ
Nieuwbouw	Nieuwbouw	niyʋbɑuʋ
nieuwbouwwijk	nieuwbouwwijk	niyʋbɑuʋʋɛɪk
nieuwe	nieuwe	niyʋə
Nieuwe	Nieuwe	niyʋə
Nieuwegein	Nieuwegein	niyʋeɣɛɪn
Nieuwendijk	Nieuwendijk	niyʋɛndɛɪk
Nieuwenhuis	Nieuwenhuis	niyʋenhœys
nieuwer	nieuwer	niyʋər
nieuwere	nieuwere	niyʋerə
Nieuwjaarsborrel	Nieuwjaarsborrel	niyʋjarsbɔrəl
nieuwjaarskaartje	nieuwjaarskaartje	niyʋjarskarcə
Nieuwjaarsreceptie	Nieuwjaarsreceptie	niyʋjarsresɛptsi
nieuwjaarswensen	nieuwjaarswensen	niyʋjarsʋɛnsən
nieuwkomer	nieuwkomer	niyʋkomər
nieuwkomers	nieuwkomers	niyʋkomɛrs
Nieuwkomers	Nieuwkomers	niyʋkomɛrs
nieuws	nieuws	niyʋs
nieuwsanalyse	nieuwsanalyse	niyʋsanalisə
nieuwsberichten	nieuwsberichten	niyʋsbərɪxtən
Nieuwsblad	Nieuwsblad	niyʋsblɑt
nieuwsbladen	nieuwsbladen	niyʋsbladən
nieuwsbrief	nieuwsbrief	niyʋsbrif
Nieuwsbrief	Nieuwsbrief	niyʋsbrif
Nieuwsbriefarchief	Nieuwsbriefarchief	niyʋsbrifɑrxif
nieuwsbriefbestand	nieuwsbriefbestand	niyʋsbrifbəstɑnt
nieuwsbrieven	nieuwsbrieven	niyʋsbrivən
nieuwsconsumptie	nieuwsconsumptie	niyʋskɔnsœmptsi
nieuwsfoto	nieuwsfoto	niyʋsfoto
nieuwsgierigheid	nieuwsgierigheid	niyʋsɣirigɛɪt
nieuwslezers	nieuwslezers	niyʋslezɛrs
nieuwsmedia	nieuwsmedia	niyʋsmedia
nieuwsorganisatie	nieuwsorganisatie	niyʋsɔrɣanisatsi
nieuwsoverzicht	nieuwsoverzicht	niyʋsovɛrzɪxt
Nieuwstadt	Nieuwstadt	niyʋstɑt
nieuwste	nieuwste	niyʋstə
Nieuwsuur	Nieuwsuur	niyʋsyr
nieuwtje	nieuwtje	niyʋcə
nieuwtjes	nieuwtjes	niyʋcɛs
Nigeriaanse	Nigeriaanse	niɣəriansə
Nightwatching	Nightwatching	nigtʋɑtʃɪŋ
Nijgh	Nijgh	nɛɪg
Nijhuis	Nijhuis	nɛɪhœys
Nijkamp	Nijkamp	nɛɪkɑmp
nijlpaarden	nijlpaarden	nɛɪlpardən
Nijmeegse	Nijmeegse	nɛɪmeɣsə
Nijmegen	Nijmegen	nɛɪmeɣən
Nike	Nike	nikə
Nikkei-index	Nikkei-index	nɪkɛɪɪndɛks
nikkel	nikkel	nɪkəl
Nikki	Nikki	nɪki
Nikon	Nikon	nikɔn
niks	niks	nɪks
nimmer	nimmer	nɪmər
Nimue	Nimue	nimyə
Ninettes	Ninettes	ninɛtɛs
Niqvist	Ni⁇vist	ni⁇vɪst
Nissan	Nissan	nɪsɑn
Nissans	Nissans	nɪsɑns
Nistelrooij	Nistelrooij	nɪstɛlroij
nitraat	nitraat	nɪtrat
niveau	niveau	nivo
niveau-aanpasser	niveau-aanpasser	nivoanpɑsər
niveaus	niveaus	nivos
Nivoc	Nivoc	nivɔk
Nm	Nm	nm
No	No	no
no-nonsense	no-nonsense	nonɔnsɛnsə
Noach	Noach	noɑx
Noah	Noah	noa
nobeler	nobeler	nobələr
nobelprijzen	nobelprijzen	nobəlprɛɪzən
Nobiles	Nobiles	nobilɛs
noch	noch	nɔx
nodeloos	nodeloos	nodelos
nodig	nodig	nodəɣ
Nodig	Nodig	nodəɣ
nodigde	nodigde	nodɪɣdə
nodige	nodige	nodəɣə
nodigen	nodigen	nodəɣən
nodigt	nodigt	nodɪɣt
Noek	Noek	nuk
noem	noem	num
noemde	noemde	numdə
noemden	noemden	numdən
noemen	noemen	numən
noemenswaardige	noemenswaardige	numɛnsʋardəɣə
noemer	noemer	numər
noemt	noemt	numt
nog	nog	nɔɣ
Nog	Nog	nɔɣ
nóg	nóg	nɔɣ
nogal	nogal	noɣɑl
Nogal	Nogal	noɣɑl
nogmaals	nogmaals	nɔɣmals
nokconstructies	nokconstructies	nɔkkɔnstrœksis
nomaden	nomaden	nomadən
non	non	nɔn
Non	Non	nɔn
non-stop	non-stop	nonstɔp
non-vibrato	non-vibrato	nonvɪbrato
nonchaland	nonchaland	nɔnxalɑnt
Nono	Nono	nono
nonsens	nonsens	nɔnsɛns
nood	nood	not
noodbrug	noodbrug	notbrœɣ
noodgedwongen	noodgedwongen	notɣədʋɔŋən
noodgevallen	noodgevallen	notɣəvɑlən
noodhulp	noodhulp	nodhœlp
noodknop	noodknop	notknɔp
noodlanding	noodlanding	notlɑndɪŋ
noodlijdende	noodlijdende	notlɛɪdɛndə
noodlijn	noodlijn	notlɛɪn
noodnummer	noodnummer	notnœmər
noodopvang	noodopvang	nodɔpvɑŋ
noodregeling	noodregeling	nodreɣəlɪŋ
noodschool	noodschool	notsxol
noodsituaties	noodsituaties	notsityatsis
noodvaccinaties	noodvaccinaties	notvɑksinatsis
noodzaak	noodzaak	notzak
noodzaakt	noodzaakt	notzakt
noodzakelijk	noodzakelijk	notzakelək
noodzakelijke	noodzakelijke	notzakeləkə
nooit	nooit	noit
Nooit	Nooit	noit
nóóit	nóóit	noit
nòòit	nòòit	noit
Nooitgedacht	Nooitgedacht	noitɣədɑxt
noord	noord	nort
Noord	Noord	nort
Noord-Afrika	Noord-Afrika	nordɑfrika
Noord-Amerika	Noord-Amerika	nordamerika
Noord-Amerikaanse	Noord-Amerikaanse	nordamerikansə
Noord-Belgische	Noord-Belgische	nordbɛlɣisə
Noord-Brabant	Noord-Brabant	nordbrabɑnt
Noord-Europa	Noord-Europa	nordøropa
Noord-Holland	Noord-Holland	nordhɔlɑnt
Noord-Ierland	Noord-Ierland	nordirlɑnt
Noord-Koreaanse	Noord-Koreaanse	nordkoreansə
Noord-Koreanen	Noord-Koreanen	nordkoreanən
Noord-Limburgse	Noord-Limburgse	nordlɪmbœrɣsə
noord-oosten	noord-oosten	nordostən
Noord-Vietnam	Noord-Vietnam	nordfitnɑm
noord-zuid	noord-zuid	nordzœyt
noordelijk	noordelijk	nordelək
Noordelijk	Noordelijk	nordelək
noordelijke	noordelijke	nordeləkə
Noordelijke	Noordelijke	nordeləkə
noordelijker	noordelijker	nordeləkər
noorden	noorden	nordən
Noorden	Noorden	nordən
Noordenbergpoort	Noordenbergpoort	nordɛnbərɣport
Noordenveld	Noordenveld	nordɛnvɛlt
Noorder	Noorder	nordər
Noorderkempen	Noorderkempen	nordɛrkɛmpən
Noorderpoortcollege	Noorderpoortcollege	nordɛrportkɔleɣə
Noorderstraat	Noorderstraat	nordɛrstrat
Noordmannen	Noordmannen	nortmɑnən
noordoever	noordoever	norduvər
noordoosten	noordoosten	nordostən
Noordoostpolder	Noordoostpolder	nordostpɔldər
noordvleugel	noordvleugel	nortvløɣəl
Noordwest	Noordwest	nordʋɛst
noordwesten	noordwesten	nordʋɛstən
Noordwijk	Noordwijk	nordʋɛɪk
Noordzee	Noordzee	nortze
Noorwegen	Noorwegen	norʋeɣən
noot	noot	not
Noot	Noot	not
Nop	Nop	nɔp
Norah	Norah	nora
Norden	Norden	nɔrdən
Nordic	Nordic	nɔrdɪk
Norg	Norg	nɔrɣ
norm	norm	nɔrm
normaal	normaal	nɔrmal
Normaal	Normaal	nɔrmal
normale	normale	nɔrmalə
normalisatieprocessen	normalisatieprocessen	nɔrmalisatsiprosɛsən
normaliter	normaliter	nɔrmalitər
normen	normen	nɔrmən
normenstellend	normenstellend	nɔrmɛnstɛlɛnt
Norrdzee	Norrdzee	nɔrtze
Nortel	Nortel	nɔrtəl
North	North	nɔrt
Norther	Norther	nɔrthər
Northern	Northern	nɔrthɛrn
Norton	Norton	nɔrtɔn
Nose	Nose	nosə
Nosek	Nosek	nosɛk
nostalgie	nostalgie	nɔstɑlɣi
nostalgie-effect	nostalgie-effect	nɔstɑlɣiɛfɛkt
nota	nota	nota
notabene	notabene	notabənə
notariële	notariële	notarielə
notaris	notaris	notarɪs
Notariskantoor	Notariskantoor	notarɪskɑntor
notatie	notatie	notatsi
notaties	notaties	notatsis
notebooks	notebooks	noteboks
Noteer	Noteer	noter
noteerde	noteerde	noterdə
noteert	noteert	notert
noten	noten	notən
noteren	noteren	noterən
Notes	Notes	notɛs
notitie	notitie	notitsi
notoire	notoire	notʋarə
Nottebaert	Nottebaert	nɔtebaɛrt
nou	nou	nɑu
Nou	Nou	nɑu
Nova	Nova	nova
Novell	Novell	novɛl
Novem	Novem	novɛm
november	november	novɛmbər
November	November	novɛmbər
novemer	novemer	novemər
novicen	novicen	novisən
noviteit	noviteit	novitɛɪt
Novocaïne	Novocaïne	novokainə
nr	nr	nr
Nr	Nr	nr
ns	ns	ns
nu	nu	ny
Nu	Nu	ny
nú	nú	ny
nuance-verschillen	nuance-verschillen	nyɑnsevɛrsxɪlən
nuanceert	nuanceert	nyɑnsert
Nublo	Nublo	nœblo
nuchter	nuchter	nœxtər
nuchterder	nuchterder	nœxtɛrdər
nuits	nuits	nœyts
nul	nul	nœl
nul-optie	nul-optie	nylɔptsi
nullijn	nullijn	nœlɛɪn
numerieke	numerieke	nymerikə
Numerieke	Numerieke	nymerikə
Numico	Numico	nymiko
nummer	nummer	nœmər
Nummer	Nummer	nœmər
nummerieke	nummerieke	nœmerikə
nummerplaten	nummerplaten	nœmɛrplatən
nummers	nummers	nœmɛrs
Nuon	Nuon	nyɔn
nut	nut	nœt
Nutritional	Nutritional	nœtriʃonɑl
nutteloze	nutteloze	nœtelozə
nuttig	nuttig	nœtəɣ
nuttige	nuttige	nœtəɣə
nw	nw	nʋ
Nwelue	Nwelue	nʋelyə
Nyholm	Nyholm	nihɔlm
nylon	nylon	nɛɪlɔn
Nys	Nys	nis
o-benen	o-benen	obənən
oa	oa	oa
Oahu	Oahu	oahy
oan	oan	oɑn
oase	oase	oasə
Oasis	Oasis	oasɪs
Obama	Obama	obama
Obdam	Obdam	ɔbdɑm
Oberliga	Oberliga	obərliɣa
Obersalzberg	Obersalzberg	obərsɑlzbərɣ
Obia	Obia	obia
object	object	objɛkt
objecten	objecten	objɛktən
objectief	objectief	objɛktif
objectieven	objectieven	objɛktsivən
objetballen	objetballen	objɛtbɑlən
obligatiefondsen	obligatiefondsen	ɔbliɣatifɔntsən
observatie	observatie	ɔbsɛrvatsi
Observatorium	Observatorium	ɔbsɛrvatoriœm
obstakels	obstakels	ɔbstakɛls
occidentaal	occidentaal	ɔksidɛntal
occidentalis	occidentalis	ɔksidɛntalɪs
occult	occult	ɔkœlt
oceaan	oceaan	osean
Oceaan	Oceaan	osean
Oceanië	Oceanië	oseaniə
Oceanium	Oceanium	oseaniœm
ochtend	ochtend	ɔxtɛnt
ochtenden	ochtenden	ɔxtɛndən
ochtends	ochtends	ɔxtɛnts
ochtenduren	ochtenduren	ɔxtɛndyrən
octaaf	octaaf	ɔktaf
Octavianus	Octavianus	ɔktavianœs
octopus	octopus	ɔktopœs
octrooi	octrooi	ɔktroi
oculair	oculair	okylɑɪr
Odalric	Odalric	odɑlrɪk
ode	ode	odə
Odeon	Odeon	odeɔn
Odulphus	Odulphus	odœlphœs
Odysseus	Odysseus	odisøs
oecumene	oecumene	ukymenə
Oecumenische	Oecumenische	ukymenisə
oedeem	oedeem	ødem
oefenduel	oefenduel	ufɛndyəl
oefenduels	oefenduels	ufɛndyɛls
oefenen	oefenen	ufenən
oefening	oefening	ufenɪŋ
Oefening	Oefening	ufenɪŋ
oefeningen	oefeningen	ufenɪŋən
Oefeningen	Oefeningen	ufenɪŋən
oefeningetjes	oefeningetjes	ufenɪŋəcɛs
oefenplein	oefenplein	ufɛnplɛɪn
oefenwedstrijd	oefenwedstrijd	ufenʋɛtstrɛɪt
oefenweide	oefenweide	ufenʋɛɪdə
Oeganda	Oeganda	uɣɑnda
Oegstgeest	Oegstgeest	uɣstɣest
Oei	Oei	ui
Oeigoeren	Oeigoeren	uiɣurən
oen	oen	un
oeps	oeps	ups
Oerlemans	Oerlemans	urlemɑns
Oerol	Oerol	urɔl
oertinctuur	oertinctuur	urtɪnktyr
oertraditionele	oertraditionele	urtradiʃonelə
oesters	oesters	ustɛrs
oet	oet	ut
oetgerope	oetgerope	utɣəropə
oetsjik	oetsjik	utʃɪk
oeuvre	oeuvre	ɜ:vrə
oever	oever	uvər
Oever	Oever	uvər
oeververbinding	oeververbinding	uvɛrvɛrbɪndɪŋ
Oezbekische	Oezbekische	uzbəkisə
Oezbekistan	Oezbekistan	uzbəkɪstɑn
of	of	ɔf
Of	Of	ɔf
óf	óf	ɔf
òf	òf	ɔf
Off	Off	ɔf
offe	offe	ɔfə
offensief	offensief	ɔfɛnsif
offer	offer	ɔfər
offerdieren	offerdieren	ɔfɛrdirən
offerte	offerte	ɔfɛrtə
offerte-aanvraag	offerte-aanvraag	ɔfɛrteanvraɣ
offertes	offertes	ɔfɛrtɛs
office	office	ɔfisə
Office	Office	ɔfisə
officieel	officieel	ɔfisiel
Officieel	Officieel	ɔfisiel
officiele	officiele	ɔfisilə
